5.141368e-01	6.713874e-01	
2.635458e-01	7.789061e-01	
5.558878e-01	2.269644e-01	
8.865345e-01	9.782089e-01	
6.766860e-01	5.519585e-01	
5.881307e-01	4.746443e-01	
7.690348e-01	6.462712e-01	
7.910232e-01	4.393665e-01	
2.862639e-01	1.091626e+00	
6.410633e-01	9.064696e-01	
7.393605e-01	6.030075e-01	
2.364951e-01	6.861351e-01	
4.431562e-01	1.026500e+00	
9.733344e-01	4.735961e-01	
1.017068e+00	1.122405e+00	
6.366304e-01	4.500388e-01	
5.770325e-01	8.281036e-01	
4.356681e-01	1.702284e-01	
6.875127e-01	1.346140e+00	
6.401521e-01	7.080314e-01	
5.066800e-01	4.548803e-01	
7.895635e-01	9.126834e-01	
9.332414e-01	7.915149e-01	
4.161676e-01	9.701793e-01	
4.645620e-01	9.072964e-01	
1.054223e+00	6.268267e-01	
3.390833e-01	5.457948e-01	
4.052653e-01	1.033928e+00	
1.077116e+00	5.720668e-01	
8.519498e-01	9.325379e-01	
3.761211e-01	4.074138e-01	
5.658168e-01	8.810809e-01	
4.422407e-01	4.387930e-01	
6.837540e-01	1.153691e+00	
8.766482e-01	6.677388e-01	
4.703036e-01	2.099256e-01	
7.295068e-01	8.968357e-01	
9.546989e-01	4.736765e-01	
3.524684e-01	1.121540e+00	
4.252769e-01	6.670958e-01	
8.064109e-01	5.024041e-01	
5.227019e-01	8.005709e-01	
5.405024e-01	1.179656e+00	
9.393201e-01	8.110852e-01	
6.961481e-01	1.029624e+00	
4.252725e-01	3.911028e-01	
6.202777e-01	5.190167e-01	
4.789070e-01	9.982638e-02	
5.902544e-01	1.186598e+00	
7.452322e-01	8.107353e-01	
4.629186e-01	4.421333e-01	
6.275486e-01	8.293940e-01	
7.710589e-01	7.931757e-01	
3.671882e-01	8.742013e-01	
4.961372e-01	6.425306e-01	
7.188711e-01	7.254523e-01	
3.737141e-01	8.966498e-01	
6.183267e-01	1.165905e+00	
1.181127e+00	7.511139e-01	
9.214160e-01	1.115629e+00	
4.623870e-01	6.655220e-01	
2.899715e-01	6.105920e-01	
3.912620e-01	2.061865e-01	
7.428631e-01	1.005454e+00	
8.844999e-01	4.319280e-01	
4.247705e-01	1.740159e-01	
8.809491e-01	6.892877e-01	
